sales_map_rows;Year;Month;Region;Division;State;City;Customer;Address;Longitude;Latitude;SalesChannel;Market_Segment;Sales
1504;2014;December;Midwest;West North Central;MN;Rogers;Angella Icardo;21300 Rogers Dr;-93.55;45.2;Sales Channel 2;Softdrinks;24256.56799
1505;2014;December;Midwest;West North Central;MN;Rosemount;Nick Scandura;15035 Canada Ave W;-93.13;44.73;Sales Channel 2;Juices;25469.39638
1506;2014;December;Midwest;West North Central;MN;Roseville;Inga Xiong;2075 Snelling Ave N;-93.17;45;Sales Channel 1;Sports Drinks;26742.8662
1507;2014;December;Midwest;West North Central;MN;St Cloud;Christi Sierzenga;2120 W Division St;-94.19;45.59;Sales Channel 2;Sports Drinks;28080.00951
1508;2014;December;Midwest;West North Central;MN;St Cloud;Drucilla Thackery;4311 Clearwater Rd;-94.15;45.49;Sales Channel 2;Infusions;29484.00999
1509;2014;December;Midwest;West North Central;MN;St Francis;Tomas Coxwell;23100 Saint Francis Blvd Nw;-93.37;45.39;Sales Channel 3;Infusions;30958.21049
1510;2014;December;Midwest;West North Central;MN;St James;Vannessa Pleiman;313 1st Ave S;-94.63;43.98;Sales Channel 2;Infusions;32506.12101
1511;2014;December;Midwest;West North Central;MN;St Louis Park;Georgina Rondon;5200 Excelsior Blvd;-93.35;44.93;Sales Channel 1;Softdrinks;15636
1512;2014;December;Midwest;West North Central;MN;St Paul;Astrid Weightman;1081 Hwy 96;-93.15;45.08;Sales Channel 3;Juices;16417.8
1513;2014;December;Midwest;West North Central;MN;St Paul;Ellen Vanicek;4300 Glumack Dr;-93.21;44.88;Sales Channel 3;Infusions;17238.69
1514;2014;December;Midwest;West North Central;MN;St Paul;Randi Harkey;1841 Suburban Ave;-93.02;44.95;Sales Channel 3;Juices;18100.6245
1515;2014;December;Midwest;West North Central;MN;St Peter;Jan Sitterding;120 Saint Julien St;-93.95;44.34;Sales Channel 3;Infusions;19005.65573
1516;2014;December;Midwest;West North Central;MN;Stillwater;Emely Johson;14545 60th St N;-92.81;45.04;Sales Channel 2;Sports Drinks;19955.93851
1517;2014;December;Midwest;West North Central;MN;Thief River Falls;Tatum Wahdan;1547 Highway 59 S;-96.15;48.11;Sales Channel 4;Juices;20953.73544
1518;2014;December;Midwest;West North Central;MN;Two Harbors;Ruth Dornier;1130 7th Ave;-91.68;47.03;Sales Channel 2;Softdrinks;22001.42221
1519;2014;December;Midwest;West North Central;MN;Virginia;Verona Loxtercamp;1350 S 12th Ave;-92.55;47.51;Sales Channel 4;Sports Drinks;23101.49332
1520;2014;December;Midwest;West North Central;MN;Wadena;Shalon Mcvean;20 Ash Ave Nw;-95.14;46.44;Sales Channel 2;Softdrinks;24256.56799
1521;2014;December;Midwest;West North Central;MN;Waite Park;Cammy Reitzel;456 Great Oak Dr;-94.23;45.56;Sales Channel 2;Infusions;25469.39638
1522;2014;December;Midwest;West North Central;MN;Waite Park;Toney Philpot;210 2nd St S;-94.22;45.55;Sales Channel 2;Infusions;26742.8662
1523;2014;December;Midwest;West North Central;MN;Waite Park;Toney Philpot;210 2nd St S;-94.22;45.55;Sales Channel 2;Sports Drinks;25405.72289
1524;2014;December;Midwest;West North Central;MN;Waseca;Royce Viles;1600 State St N;-93.51;44.09;Sales Channel 4;Juices;26676.00904
1525;2014;December;Midwest;West North Central;MN;White Bear Lake;Colin Accola;2070 E County Road East;-93.01;45.05;Sales Channel 3;Juices;28009.80949
1526;2014;December;Midwest;West North Central;MN;White Bear Lake;Porsche Casilla;4950 Hwy 61;-93.02;45.06;Sales Channel 1;Juices;29410.29996
1527;2014;December;Midwest;West North Central;MN;White Bear Lake;Porsche Casilla;4950 Hwy 61;-93.02;45.06;Sales Channel 1;Sports Drinks;30880.81496
1528;2014;December;Midwest;West North Central;MN;Windom;Kathey Berberian;186 6th St;-95.11;43.86;Sales Channel 4;Juices;32424.85571
1529;2014;December;Midwest;West North Central;MN;Woodbury;Meghan Lippard;1759 Weir Dr;-92.97;44.92;Sales Channel 2;Juices;34046.0985
1530;2014;December;Midwest;West North Central;MN;Woodbury;Meghan Lippard;1759 Weir Dr;-92.97;44.92;Sales Channel 2;Sports Drinks;35748.40342
1531;2014;December;Midwest;West North Central;MN;Worthington;Scarlett Biddleman;1320 Ray Dr;-95.62;43.63;Sales Channel 2;Sports Drinks;37535.82359
1532;2014;December;Midwest;West North Central;MN;Wyoming;Maris Sankey;4811 E Viking Blvd;-93.01;45.34;Sales Channel 1;Sports Drinks;39412.61477
1533;2014;December;Midwest;West North Central;MN;Zumbrota;Sherri Windover;Hwy 52;-92.77;44.34;Sales Channel 2;Juices;15636
1534;2014;December;Midwest;West North Central;MO;Advance;Lizeth Reichenbach;Mo Rt 25/91;-89.86;37.13;Sales Channel 2;Infusions;16417.8
1535;2014;December;Midwest;West North Central;MO;Arnold;Farah Cappas;3996 Jeffco Blvd;-90.38;38.41;Sales Channel 2;Softdrinks;17238.69
1536;2014;December;Midwest;West North Central;MO;Arnold;Myles Valadez;130 Arnold Crossroads Ctr;-90.38;38.44;Sales Channel 2;Sports Drinks;18100.6245
1537;2014;December;Midwest;West North Central;MO;Ashland;Allison Carriker;602 E Broadway;-92.25;38.77;Sales Channel 3;Juices;19005.65573
1538;2014;December;Midwest;West North Central;MO;Aurora;Nathaniel Dokken;1529 Elliott;-93.72;36.96;Sales Channel 4;Softdrinks;19955.93851
1539;2014;December;Midwest;West North Central;MO;Ava;Mammie Bourff;Hwy 5 & Hwy 14;-92.67;36.96;Sales Channel 2;Sports Drinks;20953.73544
1540;2014;December;Midwest;West North Central;MO;Belton;Georgetta Mctier;1819 E North Ave;-94.51;38.81;Sales Channel 2;Sports Drinks;22001.42221
1541;2014;December;Midwest;West North Central;MO;Bethany;Ai Poter;I 35 & US 136;-94.01;40.27;Sales Channel 1;Juices;23101.49332
1542;2014;December;Midwest;West North Central;MO;Blue Springs;Kris Freije;920 W Hwy 40;-94.28;39.01;Sales Channel 1;Softdrinks;24256.56799
1543;2014;December;Midwest;West North Central;MO;Bolivar;Jamie Preite;903 S Springfield Ave;-93.41;37.61;Sales Channel 2;Softdrinks;25469.39638
1544;2014;December;Midwest;West North Central;MO;Boonville;Tiffani Percifield;490 Americana;-92.75;38.94;Sales Channel 4;Infusions;26742.8662
1545;2014;December;Midwest;West North Central;MO;Branson;Madeline Bilodeau;2214 W Hwy 76;-93.26;36.64;Sales Channel 2;Softdrinks;28080.00951
1546;2014;December;Midwest;West North Central;MO;Brentwood;Vella Jubeh;1595 S Hanley Rd;-90.34;38.63;Sales Channel 4;Sports Drinks;29484.00999
1547;2014;December;Midwest;West North Central;MO;Brookfield;Twanda Ganji;640 S Main St;-93.07;39.78;Sales Channel 2;Infusions;30958.21049
1548;2014;December;Midwest;West North Central;MO;Byrnes Mill;Johnathon Samo;4699 Hwy W;-90.56;38.44;Sales Channel 3;Softdrinks;32506.12101
1549;2014;December;Midwest;West North Central;MO;Cape Girardeau;Florencio Jeppesen;3419 William St;-89.58;37.3;Sales Channel 3;Softdrinks;15636
1550;2014;December;Midwest;West North Central;MO;Cape Girardeau;Shantell Enter;1925 Broadway St;-89.52;37.31;Sales Channel 3;Infusions;16417.8
1551;2014;December;Midwest;West North Central;MO;Carrollton;Eloise Colden;1001 N US Hwy 65;-93.48;39.37;Sales Channel 1;Sports Drinks;17238.69
1552;2014;December;Midwest;West North Central;MO;Cassville;Richelle Salina;93 Main St;-93.87;36.67;Sales Channel 4;Infusions;18100.6245
1553;2014;December;Midwest;West North Central;MO;Cassville;Richelle Salina;93 Main St;-93.87;36.67;Sales Channel 4;Sports Drinks;19005.65573
1554;2014;December;Midwest;West North Central;MO;Chillicothe;Chi Rothermich;810 Business Hwy 36 West;-93.55;39.77;Sales Channel 1;Juices;19955.93851
1555;2014;December;Midwest;West North Central;MO;Chillicothe;Chi Rothermich;810 Business Hwy 36 West;-93.55;39.77;Sales Channel 1;Sports Drinks;20953.73544
1556;2014;December;Midwest;West North Central;MO;Claycomo;Laurel Belon;290 E Us 69;-94.5;39.2;Sales Channel 1;Juices;22001.42221
1557;2014;December;Midwest;West North Central;MO;Clinton;Karlyn Merson;1607 East Ohio St;-93.75;38.37;Sales Channel 1;Juices;23101.49332
1558;2014;December;Midwest;West North Central;MO;Columbia;Conception Abdon;415 Stadium Blvd;-92.33;38.94;Sales Channel 2;Softdrinks;24256.56799
1559;2014;December;Midwest;West North Central;MO;Columbia;Nicole Mario;500 Nifong Blvd E;-92.33;38.91;Sales Channel 2;Juices;25469.39638
1560;2014;December;Midwest;West North Central;MO;Crestwood;Kathrin Mcarthy;9915 Watson Rd;-90.39;38.56;Sales Channel 1;Softdrinks;26742.8662
1561;2014;December;Midwest;West North Central;MO;Dexter;Mara Shae;Hwy 114 West;-89.93;36.79;Sales Channel 2;Sports Drinks;25405.72289
1562;2014;December;Midwest;West North Central;MO;Doniphan;Danyel Dormer;US Hwy 160 & Hwy Y;-90.82;36.63;Sales Channel 2;Softdrinks;26676.00904
1563;2014;December;Midwest;West North Central;MO;Earth City;Gearldine Haga;3296 Rider Trl S;-90.46;38.76;Sales Channel 3;Juices;28009.80949
1564;2014;December;Midwest;West North Central;MO;Ellisville;Vera Staebler;15901 Manchester Rd;-90.59;38.59;Sales Channel 4;Infusions;29410.29996
1565;2014;December;Midwest;West North Central;MO;Eureka;Rafaela Scannapieco;12 Hilltop Village Center Dr;-90.64;38.51;Sales Channel 4;Softdrinks;30880.81496
1566;2014;December;Midwest;West North Central;MO;Eureka;Sheena Baka;5699 Fox Creek;-90.68;38.51;Sales Channel 1;Juices;32424.85571
1567;2014;December;Midwest;West North Central;MO;Fenton;Edwina Arrott;501 Old Smizer Rd;-90.45;38.52;Sales Channel 3;Infusions;34046.0985
1568;2014;December;Midwest;West North Central;MO;Fenton;Erlene Splinter;100 Old Sugar Creek Rd;-90.49;38.49;Sales Channel 1;Softdrinks;35748.40342
1569;2014;December;Midwest;West North Central;MO;Ferguson;Becky Maloy;9131 W Florissant Ave;-90.28;38.74;Sales Channel 2;Infusions;37535.82359
1570;2014;December;Midwest;West North Central;MO;Ferguson;Leia Yerke;10873 W Florissant Ave;-90.28;38.77;Sales Channel 2;Infusions;39412.61477
1571;2014;December;Midwest;West North Central;MO;Foristell;Stephine Ksiazek;3160 S Service Rd E;-90.95;38.82;Sales Channel 3;Sports Drinks;15636
1572;2014;December;Midwest;West North Central;MO;Fulton;Sadye Lansdowne;303 S Business 54;-91.95;38.84;Sales Channel 2;Juices;16417.8
1573;2014;December;Midwest;West North Central;MO;Gladstone;Claretta Hausauer;6300 N Oak Tfwy;-94.56;39.21;Sales Channel 4;Softdrinks;17238.69
1574;2014;December;Midwest;West North Central;MO;Grain Valley;Thomasine Yohe;712 N Main St;-94.2;39.02;Sales Channel 2;Softdrinks;18100.6245
1575;2014;December;Midwest;West North Central;MO;Hannibal;Davida Binnie;4407 Mcmasters Ave;-91.39;39.72;Sales Channel 2;Juices;19005.65573
1576;2014;December;Midwest;West North Central;MO;Harrisonville;Johnetta Prondzinski;2101 N Commercial St;-94.37;38.66;Sales Channel 4;Softdrinks;19955.93851
1577;2014;December;Midwest;West North Central;MO;Hayti;Elwanda Welshans;1618 Hwy 84;-89.73;36.23;Sales Channel 2;Juices;20953.73544
1578;2014;December;Midwest;West North Central;MO;Hazelwood;Dotty Netzley;8700 Pershall Rd;-90.34;38.77;Sales Channel 3;Softdrinks;22001.42221
1579;2014;December;Midwest;West North Central;MO;Hazelwood;Shandi Ziglar;7300 N Lindbergh Blvd;-90.35;38.78;Sales Channel 2;Juices;23101.49332
1580;2014;December;Midwest;West North Central;MO;Higginsville;Freddy Yanez;1865 Highway Blvd;-93.74;39.08;Sales Channel 4;Softdrinks;24256.56799
1581;2014;December;Midwest;West North Central;MO;High Ridge;Sigrid Linck;2701 Ridge Point Dr;-90.52;38.68;Sales Channel 2;Juices;25469.39638
1582;2014;December;Midwest;West North Central;MO;Houston;Henry Zarzuela;1432 S Sam Houston Blvd;-91.96;37.31;Sales Channel 3;Softdrinks;26742.8662
1583;2014;December;Midwest;West North Central;MO;Independence;Dominica Navia;11801 E Hwy 40;-94.44;39.05;Sales Channel 2;Infusions;28080.00951
1584;2014;December;Midwest;West North Central;MO;Independence;Lindsay Bazile;3921 Bolger;-94.37;39.05;Sales Channel 4;Infusions;29484.00999
1585;2014;December;Midwest;West North Central;MO;Independence;Meagan Hauser;1401 S Noland Rd;-94.41;39.08;Sales Channel 1;Juices;30958.21049
1586;2014;December;Midwest;West North Central;MO;Independence;Reva Storks;16802 E Gudgell Rd;-94.38;39.07;Sales Channel 4;Sports Drinks;32506.12101
1587;2014;December;Midwest;West North Central;MO;Jefferson City;Aide Weeman;724 W Stadium Blvd [WM];-92.25;38.57;Sales Channel 4;Softdrinks;15636
1588;2014;December;Midwest;West North Central;MO;Jefferson City;Francie Landham;1918 Jefferson St;-92.2;38.55;Sales Channel 3;Softdrinks;16417.8
1589;2014;December;Midwest;West North Central;MO;Jefferson City;Lynell Ertelt;1425 Missouri Blvd;-92.19;38.58;Sales Channel 2;Infusions;17238.69
1590;2014;December;Midwest;West North Central;MO;Jefferson City;Sima Island;3124 10 Mile Dr;-92.24;38.58;Sales Channel 2;Infusions;18100.6245
1591;2014;December;Midwest;West North Central;MO;Joplin;Beula Jammer;1531 W 7th;-94.53;37.08;Sales Channel 2;Infusions;19005.65573
1592;2014;December;Midwest;West North Central;MO;Joplin;Geoffrey Brzuchalski;3330 S Range Line;-94.48;37.05;Sales Channel 4;Sports Drinks;19955.93851
1593;2014;December;Midwest;West North Central;MO;Joplin;Mayra Bostow;4436 Hwy 43;-94.55;37;Sales Channel 4;Sports Drinks;20953.73544
1594;2014;December;Midwest;West North Central;MO;Kansas City;Arlean Dibbern;9851 Ne Barry Rd;-94.46;39.24;Sales Channel 4;Infusions;22001.42221
1595;2014;December;Midwest;West North Central;MO;Kansas City;Arlean Dibbern;9851 Ne Barry Rd;-94.46;39.24;Sales Channel 4;Sports Drinks;23101.49332
1596;2014;December;Midwest;West North Central;MO;Kansas City;Beatriz Rubalcaba;6701 E Front St;-94.5;39.13;Sales Channel 1;Softdrinks;24256.56799
1597;2014;December;Midwest;West North Central;MO;Kansas City;Belinda Nockai;8304 Hickman Mills Dr;-94.55;38.98;Sales Channel 4;Juices;25469.39638
1598;2014;December;Midwest;West North Central;MO;Kansas City;Graig Aymond;1421 Prospect;-94.55;39.1;Sales Channel 1;Infusions;26742.8662
1599;2014;December;Midwest;West North Central;MO;Kansas City;Lurline Biddle;9701 N Ash Ave;-94.45;39.27;Sales Channel 4;Sports Drinks;25405.72289
1600;2014;December;Midwest;West North Central;MO;Kansas City;Lyle Trump;7700 E 87th St;-94.5;38.97;Sales Channel 1;Softdrinks;26676.00904
1601;2014;December;Midwest;West North Central;MO;Kansas City;Malinda Vansickle;11001 Hickman Mills Dr;-94.52;38.92;Sales Channel 1;Sports Drinks;28009.80949
1602;2014;December;Midwest;West North Central;MO;Kansas City;Marva Galiano;11290 Holmes Rd;-94.58;38.92;Sales Channel 1;Softdrinks;29410.29996
1603;2014;December;Midwest;West North Central;MO;Kansas City;Maye Sherretts;9551 N McGee St;-94.58;39.26;Sales Channel 2;Softdrinks;30880.81496
1604;2014;December;Midwest;West North Central;MO;Kansas City;Roslyn Springsteen;3741 Broadway St;-94.59;39.06;Sales Channel 1;Infusions;32424.85571
1605;2014;December;Midwest;West North Central;MO;Kansas City;Shayna Martel;6406 Troost Ave;-94.57;39.01;Sales Channel 2;Sports Drinks;34046.0985
1606;2014;December;Midwest;West North Central;MO;Kansas City;Sparkle Erpelding;5353 Nw 64th St;-94.64;39.21;Sales Channel 4;Softdrinks;35748.40342
1607;2014;December;Midwest;West North Central;MO;Kansas City;Tyrell Capetl;8326 Wornall Rd;-94.6;38.98;Sales Channel 2;Sports Drinks;37535.82359
1608;2014;December;Midwest;West North Central;MO;Kansas City;Zoe Penzel;4400 NE Chouteau Tfwy;-94.54;39.17;Sales Channel 2;Juices;39412.61477
1609;2014;December;Midwest;West North Central;MO;Kirkwood;Sybil Copps;350 S Kirkwood Rd;-90.41;38.58;Sales Channel 1;Infusions;37441.98403
1610;2014;December;Midwest;West North Central;MO;Lake Ozark;Frederick Kirts;1726 Bagnell Dam Blvd;-92.64;38.19;Sales Channel 3;Juices;39314.08323
1611;2014;December;Midwest;West North Central;MO;Lake Ozark;Frederick Kirts;1726 Bagnell Dam Blvd;-92.64;38.19;Sales Channel 3;Sports Drinks;41279.7874
1612;2014;December;Midwest;West North Central;MO;Lamar;Charline Olivid;11 East Hwy 160;-94.26;37.49;Sales Channel 2;Juices;43343.77677
1613;2014;December;Midwest;West North Central;MO;Lamar;Charline Olivid;11 East Hwy 160;-94.26;37.49;Sales Channel 2;Sports Drinks;45510.9656
1614;2014;December;Midwest;West North Central;MO;Lee's Summit;Thomasina Lebovic;125 SW M150 Hwy;-90.71;37.91;Sales Channel 2;Sports Drinks;47786.51388
1615;2014;December;Midwest;West North Central;MO;Liberty;Marshall Brindger;916 S Mo 291;-94.43;39.24;Sales Channel 4;Sports Drinks;50175.83958
1616;2014;December;Midwest;West North Central;MO;Linn;Dann Wildberger;320 W Main St;-91.86;38.49;Sales Channel 4;Juices;52684.63156
1617;2014;December;Midwest;West North Central;MO;Macon;Victor Antonis;1504 N Missouri;-92.47;39.75;Sales Channel 2;Juices;55318.86314
1618;2014;December;Midwest;West North Central;MO;Manchester;Lianne Maniscalco;14026 Manchester Rd;-90.49;38.59;Sales Channel 2;Sports Drinks;52552.91998
1619;2014;December;Midwest;West North Central;MO;Marble Hill;Bonny Reckling;315 Presnell St;-89.98;37.3;Sales Channel 2;Softdrinks;55180.56598
1620;2014;December;Midwest;West North Central;MO;Marshall;Dia Cockett;816 West College;-93.21;39.11;Sales Channel 1;Infusions;57939.59428
1621;2014;December;Midwest;West North Central;MO;Maryland Heights;Janene Kohlmeyer;12680 Dorsett Rd;-90.46;38.71;Sales Channel 4;Softdrinks;60836.57399
1622;2014;December;Midwest;West North Central;MO;Maryville;Mickey Topolinski;1106 S Main St;-94.87;40.33;Sales Channel 1;Softdrinks;63878.40269
1623;2014;December;Midwest;West North Central;MO;Mexico;Johnie Keeble;2783 S Clark St;-91.89;39.15;Sales Channel 4;Sports Drinks;67072.32283
1624;2014;December;Midwest;West North Central;MO;Moberly;Elbert Funicello;1301 Hwy 24 E [WM];-92.42;39.45;Sales Channel 2;Softdrinks;70425.93897
1625;2014;December;Midwest;West North Central;MO;Mound City;Shawana Spurlock;809 State St;-95.23;40.13;Sales Channel 1;Softdrinks;73947.23591
1626;2014;December;Midwest;West North Central;MO;Mountain Grove;Loyd Holla;1820 N Main;-92.26;37.14;Sales Channel 3;Infusions;77644.59771
1627;2014;December;Midwest;West North Central;MO;Neosho;Robin Majkut;708 Neosho Blvd;-94.38;36.86;Sales Channel 3;Softdrinks;73762.36782
1628;2014;December;Midwest;West North Central;MO;New Florence;Romelia Turco;425 Booneslick Rd;-91.48;38.9;Sales Channel 2;Juices;77450.48622
1629;2014;December;Midwest;West North Central;MO;Nixa;Britany Rehse;Hwy 14 & Hwy 160;-93.3;37.04;Sales Channel 2;Infusions;81323.01053
1630;2014;December;Midwest;West North Central;MO;North Kansas City;Hyacinth Janner;2200 Vernon;-94.56;39.15;Sales Channel 4;Infusions;85389.16105
1631;2014;December;Midwest;West North Central;MO;Odessa;Shalanda Metzgar;201 W Us 40;-93.95;39.01;Sales Channel 2;Softdrinks;89658.61911
1632;2014;December;Midwest;West North Central;MO;O'Fallon;Deangelo Vick;4001 Crusher Dr;-90.7;38.72;Sales Channel 2;Softdrinks;94141.55006
1633;2014;December;Midwest;West North Central;MO;O'Fallon;Fransisca Zozaya;1001 N Main St;-90.7;38.82;Sales Channel 4;Infusions;98848.62756
1634;2014;December;Midwest;West North Central;MO;Osage Beach;Arlyne Waskin;4072 Hwy 54;-92.61;38.15;Sales Channel 4;Sports Drinks;103791.0589
1635;2014;December;Midwest;West North Central;MO;Owensville;Beckie Mutton;504 E Lincoln Ave;-91.49;38.35;Sales Channel 3;Sports Drinks;108980.6119
1636;2014;December;Midwest;West North Central;MO;Pacific;Chante Sweitzer;1620 W Union St;-90.76;38.48;Sales Channel 2;Sports Drinks;15636
1637;2014;December;Midwest;West North Central;MO;Perryville;Tiesha Desaulniers;1302 S Perryville Blvd;-89.89;37.71;Sales Channel 3;Softdrinks;16417.8
1638;2014;December;Midwest;West North Central;MO;Piedmont;Reina Olan;1020 S Main St;-90.7;37.15;Sales Channel 2;Infusions;17238.69
1639;2014;December;Midwest;West North Central;MO;Piedmont;Reina Olan;1020 S Main St;-90.7;37.15;Sales Channel 2;Softdrinks;18100.6245
1640;2014;December;Midwest;West North Central;MO;Pilot Knob;Karina Failor;201 Highway 21;-90.65;37.62;Sales Channel 4;Infusions;19005.65573
1641;2014;December;Midwest;West North Central;MO;Platte City;Jamey Schick;2001 Prairie View Rd;-94.77;39.35;Sales Channel 1;Juices;15636
1642;2014;December;Midwest;West North Central;MO;Poplar Bluff;Anibal Patout;550 E Hwy 53 & 142;-90.4;36.74;Sales Channel 3;Softdrinks;16417.8
1643;2014;December;Midwest;West North Central;MO;Poplar Bluff;Deedra Staubin;US Hwy 67 & Cherry [WM];-90.41;36.76;Sales Channel 4;Infusions;17238.69
1644;2014;December;Midwest;West North Central;MO;Portageville;Alisia Oto;200 E Hwy 162;-89.68;36.42;Sales Channel 3;Softdrinks;18100.6245
1645;2014;December;Midwest;West North Central;MO;Potosi;Eugene Hargest;800 E High St;-90.78;37.93;Sales Channel 4;Juices;19005.65573
1646;2014;December;Midwest;West North Central;MO;Raytown;Rosamaria Disch;5260 Blue Ridge Blvd;-94.44;39.03;Sales Channel 2;Infusions;19955.93851
1647;2014;December;Midwest;West North Central;MO;Republic;Kayce Lands;895 US 60 E;-93.47;37.12;Sales Channel 2;Sports Drinks;20953.73544
1648;2014;December;Midwest;West North Central;MO;Rogersville;Arlette Fondriest;409 South Mill St;-93.06;37.11;Sales Channel 3;Juices;22001.42221
1649;2014;December;Midwest;West North Central;MO;Rolla;Jarred Nelson;Hwy 44 & Exit 189;-91.78;37.95;Sales Channel 2;Infusions;23101.49332
1650;2014;December;Midwest;West North Central;MO;Sedalia;Nanci Cronce;3101 W Broadway;-93.27;38.71;Sales Channel 4;Sports Drinks;24256.56799
1651;2014;December;Midwest;West North Central;MO;Spanish Lake;Jamey Flinck;11111 Bellefontaine Rd;-90.21;38.8;Sales Channel 2;Juices;25469.39638
1652;2014;December;Midwest;West North Central;MO;Springfield;Abby Wolstenholme;501 West Sunshine;-93.3;37.18;Sales Channel 4;Infusions;26742.8662
1653;2014;December;Midwest;West North Central;MO;Springfield;Boris Clothey;4022 A West Republic Rd;-93.36;37.14;Sales Channel 4;Softdrinks;28080.00951
1654;2014;December;Midwest;West North Central;MO;Springfield;Cecila Isby;1114 West Kearney;-93.3;37.24;Sales Channel 4;Sports Drinks;29484.00999
1655;2014;December;Midwest;West North Central;MO;Springfield;Jenise Hunke;1221 E Kingsley;-93.28;37.14;Sales Channel 4;Infusions;30958.21049
1656;2014;December;Midwest;West North Central;MO;Springfield;Markita Bazelais;1717 W Battlefield;-93.31;37.16;Sales Channel 4;Infusions;32506.12101
1657;2014;December;Midwest;West North Central;MO;St Charles;Bo Bayerl;1160 S 5th St;-90.49;38.77;Sales Channel 3;Juices;15636
1658;2014;December;Midwest;West North Central;MO;St Charles;Genoveva Lowenthal;740 S Duchesne;-90.51;38.79;Sales Channel 3;Juices;16417.8
1659;2014;December;Midwest;West North Central;MO;St Clair;Ileen Surrett;1450 N Main St;-90.98;38.36;Sales Channel 2;Sports Drinks;17238.69
1660;2014;December;Midwest;West North Central;MO;St James;Thanh Godino;108 N Outer Rd;-91.62;38.01;Sales Channel 2;Softdrinks;18100.6245
1661;2014;December;Midwest;West North Central;MO;St Joseph;Bernardine Beiriger;3417 S Belt Hwy;-94.8;39.74;Sales Channel 4;Juices;19005.65573
1662;2014;December;Midwest;West North Central;MO;St Joseph;Kay Mccoskey;3504 N Belt Hwy;-94.82;39.8;Sales Channel 2;Infusions;19955.93851
1663;2014;December;Midwest;West North Central;MO;St Joseph;Lanny Pretti;1310 S Riverside;-94.77;39.75;Sales Channel 2;Juices;20953.73544
1664;2014;December;Midwest;West North Central;MO;St Joseph;Sacha Jungling;6018 Lake Ave;-94.87;39.71;Sales Channel 2;Softdrinks;22001.42221
1665;2014;December;Midwest;West North Central;MO;St Louis;Delmy Painton;4006 Lindell Blvd;-90.24;38.64;Sales Channel 2;Softdrinks;23101.49332
1666;2014;December;Midwest;West North Central;MO;St Louis;Jamar Easterlin;1420 Hampton Ave;-90.29;38.62;Sales Channel 2;Infusions;24256.56799
1667;2014;December;Midwest;West North Central;MO;St Louis;Mandie Gentile;3282 Telegraph Rd;-90.3;38.5;Sales Channel 4;Juices;25469.39638
1668;2014;December;Midwest;West North Central;MO;St Louis;Marg Gagen;1119 N Tucker Blvd;-90.2;38.64;Sales Channel 2;Juices;26742.8662
1669;2014;December;Midwest;West North Central;MO;St Louis;Marg Gagen;1119 N Tucker Blvd;-90.2;38.64;Sales Channel 2;Sports Drinks;25405.72289
1670;2014;December;Midwest;West North Central;MO;St Louis;Nam Madho;8860 St Charles Rock Rd;-90.35;38.71;Sales Channel 2;Softdrinks;26676.00904
1671;2014;December;Midwest;West North Central;MO;St Peters;Ashley Kuanoni;199 Spencer Rd;-90.61;38.79;Sales Channel 2;Infusions;28009.80949
1672;2014;December;Midwest;West North Central;MO;St Robert;Pilar Karsnak;381 Hwy Z;-92.14;37.82;Sales Channel 3;Sports Drinks;29410.29996
1673;2014;December;Midwest;West North Central;MO;Sullivan;Hye Bontemps;6 S Service Rd W;-91.16;38.22;Sales Channel 4;Juices;30880.81496
1674;2014;December;Midwest;West North Central;MO;Town And Country;Gracie Oberski;101 Lamp And Lantern Vlg;-90.52;38.62;Sales Channel 2;Softdrinks;32424.85571
1675;2014;December;Midwest;West North Central;MO;Union;Glenn Tubb;1010 E Main St;-91;38.45;Sales Channel 1;Softdrinks;34046.0985
1676;2014;December;Midwest;West North Central;MO;Valley Park;Coralee Kososky;13600 Big Bend Rd;-90.48;38.57;Sales Channel 4;Softdrinks;35748.40342
1677;2014;December;Midwest;West North Central;MO;Van Buren;Grayce Dezalia;101 Current River Expwy US 60 [Sto];-91.01;37;Sales Channel 2;Sports Drinks;37535.82359
1678;2014;December;Midwest;West North Central;MO;Versailles;Terina Niu;Jct 70 & Rt 5;-92.84;38.43;Sales Channel 4;Softdrinks;39412.61477
1679;2014;December;Midwest;West North Central;MO;Warrenton;Silvana Andrea;1003 N Mo 47;-91.14;38.82;Sales Channel 1;Sports Drinks;15636
1680;2014;December;Midwest;West North Central;MO;Warsaw;Frederic Rodden;1890 Commercial Dr;-93.37;38.25;Sales Channel 2;Juices;16417.8
1681;2014;December;Midwest;West North Central;MO;Waynesville;Deana Kamada;310 Ichord Ave;-92.22;37.81;Sales Channel 3;Infusions;17238.69
1682;2014;December;Midwest;West North Central;MO;Webster Groves;Les Dikes;3635 S Big Bend Blvd;-90.33;38.6;Sales Channel 1;Sports Drinks;18100.6245
1683;2014;December;Midwest;West North Central;MO;Webster Groves;Nita Weydert;4 S Old Orchard Ave;-90.34;38.59;Sales Channel 2;Softdrinks;19005.65573
1684;2014;December;Midwest;West North Central;MO;Wentzville;Lesley Rashdi;766 W Pearce Blvd;-90.86;38.81;Sales Channel 2;Juices;19955.93851
1685;2014;December;Midwest;West North Central;MO;Willow Springs;Belia Liuzzi;602 S Harris;-91.98;36.99;Sales Channel 3;Infusions;20953.73544
